InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,date,Total,recency,Frequency,Monetary,r_quantile,f_quantile,m_quantile,rfm_quantile,Segmentation,target
556463,22610,PENS ASSORTED FUNNY FACE,360,06/12/2011 10:47,0.19,12583,France,12/06/2011 10:47,68.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
556463,22609,PENS ASSORTED SPACEBALL,216,06/12/2011 10:47,0.19,12583,France,12/06/2011 10:47,41.04,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
556463,22561,WOODEN SCHOOL COLOURING SET,12,06/12/2011 10:47,1.65,12583,France,12/06/2011 10:47,19.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
556463,POST,POSTAGE,2,06/12/2011 10:47,18,12583,France,12/06/2011 10:47,36,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,22726,ALARM CLOCK BAKELIKE GREEN,16,6/21/2011 14:30,3.75,12583,France,21/06/2011 14:30,60,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,22727,ALARM CLOCK BAKELIKE RED ,12,6/21/2011 14:30,3.75,12583,France,21/06/2011 14:30,45,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,22728,ALARM CLOCK BAKELIKE PINK,4,6/21/2011 14:30,3.75,12583,France,21/06/2011 14:30,15,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,22729,ALARM CLOCK BAKELIKE ORANGE,4,6/21/2011 14:30,3.75,12583,France,21/06/2011 14:30,15,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,16218,CARTOON  PENCIL SHARPENERS,240,6/21/2011 14:30,0.06,12583,France,21/06/2011 14:30,14.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,23124,18PC WOODEN CUTLERY SET DISPOSABLE,16,6/21/2011 14:30,1.25,12583,France,21/06/2011 14:30,20,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,21094,SET/6 RED SPOTTY PAPER PLATES,12,6/21/2011 14:30,0.85,12583,France,21/06/2011 14:30,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,6/21/2011 14:30,0.85,12583,France,21/06/2011 14:30,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,21086,SET/6 RED SPOTTY PAPER CUPS,12,6/21/2011 14:30,0.65,12583,France,21/06/2011 14:30,7.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,6/21/2011 14:30,2.55,12583,France,21/06/2011 14:30,15.3,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,22333,RETROSPOT PARTY BAG + STICKER SET,16,6/21/2011 14:30,1.65,12583,France,21/06/2011 14:30,26.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
557627,POST,POSTAGE,1,6/21/2011 14:30,18,12583,France,21/06/2011 14:30,18,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,22728,ALARM CLOCK BAKELIKE PINK,4,07/08/2011 12:22,3.75,12583,France,08/07/2011 12:22,15,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,07/08/2011 12:22,0.85,12583,France,08/07/2011 12:22,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,21094,SET/6 RED SPOTTY PAPER PLATES,12,07/08/2011 12:22,0.85,12583,France,08/07/2011 12:22,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,21086,SET/6 RED SPOTTY PAPER CUPS,12,07/08/2011 12:22,0.65,12583,France,08/07/2011 12:22,7.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,22955,36 FOIL STAR CAKE CASES ,12,07/08/2011 12:22,2.1,12583,France,08/07/2011 12:22,25.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,07/08/2011 12:22,8.5,12583,France,08/07/2011 12:22,17,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,22556,PLASTERS IN TIN CIRCUS PARADE ,24,07/08/2011 12:22,1.65,12583,France,08/07/2011 12:22,39.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,35970,ZINC FOLKART SLEIGH BELLS,36,07/08/2011 12:22,1.69,12583,France,08/07/2011 12:22,60.84,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,21988,PACK OF 6 SKULL PAPER PLATES,12,07/08/2011 12:22,0.85,12583,France,08/07/2011 12:22,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,21989,PACK OF 20 SKULL PAPER NAPKINS,12,07/08/2011 12:22,0.85,12583,France,08/07/2011 12:22,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,21987,PACK OF 6 SKULL PAPER CUPS,12,07/08/2011 12:22,0.65,12583,France,08/07/2011 12:22,7.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,07/08/2011 12:22,1.65,12583,France,08/07/2011 12:22,39.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,22551,PLASTERS IN TIN SPACEBOY,24,07/08/2011 12:22,1.65,12583,France,08/07/2011 12:22,39.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
559441,POST,POSTAGE,2,07/08/2011 12:22,18,12583,France,08/07/2011 12:22,36,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,22081,RIBBON REEL FLORA + FAUNA ,10,8/25/2011 12:26,1.65,12583,France,25/08/2011 12:26,16.5,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,22082,RIBBON REEL STRIPES DESIGN ,10,8/25/2011 12:26,1.65,12583,France,25/08/2011 12:26,16.5,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,22080,RIBBON REEL POLKADOTS ,20,8/25/2011 12:26,1.65,12583,France,25/08/2011 12:26,33,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,8/25/2011 12:26,1.45,12583,France,25/08/2011 12:26,17.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,21156,RETROSPOT CHILDRENS APRON,8,8/25/2011 12:26,1.95,12583,France,25/08/2011 12:26,15.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,8/25/2011 12:26,0.85,12583,France,25/08/2011 12:26,20.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,21086,SET/6 RED SPOTTY PAPER CUPS,24,8/25/2011 12:26,0.65,12583,France,25/08/2011 12:26,15.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,21094,SET/6 RED SPOTTY PAPER PLATES,24,8/25/2011 12:26,0.85,12583,France,25/08/2011 12:26,20.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,23445,ICE CREAM BUBBLES,20,8/25/2011 12:26,0.83,12583,France,25/08/2011 12:26,16.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,18,8/25/2011 12:26,2.95,12583,France,25/08/2011 12:26,53.1,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
564471,POST,POSTAGE,1,8/25/2011 12:26,18,12583,France,25/08/2011 12:26,18,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,23169,CLASSIC GLASS COOKIE JAR,6,9/21/2011 10:40,4.15,12583,France,21/09/2011 10:40,24.9,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,9/21/2011 10:40,2.95,12583,France,21/09/2011 10:40,35.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22492,MINI PAINT SET VINTAGE ,72,9/21/2011 10:40,0.65,12583,France,21/09/2011 10:40,46.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,21039,RED RETROSPOT SHOPPING BAG,6,9/21/2011 10:40,2.55,12583,France,21/09/2011 10:40,15.3,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,9/21/2011 10:40,1.45,12583,France,21/09/2011 10:40,17.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22659,LUNCH BOX I LOVE LONDON,12,9/21/2011 10:40,1.95,12583,France,21/09/2011 10:40,23.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22726,ALARM CLOCK BAKELIKE GREEN,8,9/21/2011 10:40,3.75,12583,France,21/09/2011 10:40,30,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22727,ALARM CLOCK BAKELIKE RED ,12,9/21/2011 10:40,3.75,12583,France,21/09/2011 10:40,45,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22728,ALARM CLOCK BAKELIKE PINK,8,9/21/2011 10:40,3.75,12583,France,21/09/2011 10:40,30,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22333,RETROSPOT PARTY BAG + STICKER SET,16,9/21/2011 10:40,1.65,12583,France,21/09/2011 10:40,26.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,9/21/2011 10:40,1.95,12583,France,21/09/2011 10:40,23.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,9/21/2011 10:40,3.75,12583,France,21/09/2011 10:40,15,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,23388,WOODLAND MINI BACKPACK,4,9/21/2011 10:40,4.15,12583,France,21/09/2011 10:40,16.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,23389,SPACEBOY MINI BACKPACK,4,9/21/2011 10:40,4.15,12583,France,21/09/2011 10:40,16.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,23390,DOLLY GIRL MINI BACKPACK,4,9/21/2011 10:40,4.15,12583,France,21/09/2011 10:40,16.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,10,9/21/2011 10:40,0.82,12583,France,21/09/2011 10:40,8.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,23374,RED SPOT PAPER GIFT BAG,20,9/21/2011 10:40,0.82,12583,France,21/09/2011 10:40,16.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22991,GIRAFFE WOODEN RULER,12,9/21/2011 10:40,1.95,12583,France,21/09/2011 10:40,23.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,21731,RED TOADSTOOL LED NIGHT LIGHT,12,9/21/2011 10:40,1.65,12583,France,21/09/2011 10:40,19.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22778,GLASS CLOCHE SMALL,4,9/21/2011 10:40,3.95,12583,France,21/09/2011 10:40,15.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,POST,POSTAGE,3,9/21/2011 10:40,18,12583,France,21/09/2011 10:40,54,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
567552,22197,POPCORN HOLDER,24,9/21/2011 10:40,0.85,12583,France,21/09/2011 10:40,20.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,9/30/2011 12:58,0.65,12583,France,30/09/2011 12:58,10.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,9/30/2011 12:58,0.65,12583,France,30/09/2011 12:58,10.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,23506,MINI PLAYING CARDS SPACEBOY ,20,9/30/2011 12:58,0.42,12583,France,30/09/2011 12:58,8.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,23509,MINI PLAYING CARDS FUN FAIR ,20,9/30/2011 12:58,0.42,12583,France,30/09/2011 12:58,8.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,22629,SPACEBOY LUNCH BOX ,12,9/30/2011 12:58,1.95,12583,France,30/09/2011 12:58,23.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,9/30/2011 12:58,2.55,12583,France,30/09/2011 12:58,15.3,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,21156,RETROSPOT CHILDRENS APRON,16,9/30/2011 12:58,1.95,12583,France,30/09/2011 12:58,31.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,20750,RED RETROSPOT MINI CASES,12,9/30/2011 12:58,6.35,12583,France,30/09/2011 12:58,76.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,22090,PAPER BUNTING RETROSPOT,12,9/30/2011 12:58,2.95,12583,France,30/09/2011 12:58,35.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,23298,SPOTTY BUNTING,3,9/30/2011 12:58,4.95,12583,France,30/09/2011 12:58,14.85,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,22539,MINI JIGSAW DOLLY GIRL,24,9/30/2011 12:58,0.42,12583,France,30/09/2011 12:58,10.08,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,POST,POSTAGE,2,9/30/2011 12:58,18,12583,France,30/09/2011 12:58,36,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,23389,SPACEBOY MINI BACKPACK,4,9/30/2011 12:58,4.15,12583,France,30/09/2011 12:58,16.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
569120,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,9/30/2011 12:58,2.55,12583,France,30/09/2011 12:58,30.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
570851,23389,SPACEBOY MINI BACKPACK,32,10/12/2011 14:46,4.15,12583,France,12/10/2011 14:46,132.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
570851,23388,WOODLAND MINI BACKPACK,16,10/12/2011 14:46,4.15,12583,France,12/10/2011 14:46,66.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
570851,23390,DOLLY GIRL MINI BACKPACK,16,10/12/2011 14:46,4.15,12583,France,12/10/2011 14:46,66.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
570851,22197,POPCORN HOLDER,12,10/12/2011 14:46,0.85,12583,France,12/10/2011 14:46,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
570851,POST,POSTAGE,1,10/12/2011 14:46,18,12583,France,12/10/2011 14:46,18,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
570851,20724,RED RETROSPOT CHARLOTTE BAG,24,10/12/2011 14:46,0.85,12583,France,12/10/2011 14:46,20.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,23480,MINI LIGHTS WOODLAND MUSHROOMS,20,11/08/2011 12:45,3.75,12583,France,08/11/2011 12:45,75,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,23570,TRADITIONAL PICK UP STICKS GAME ,12,11/08/2011 12:45,1.25,12583,France,08/11/2011 12:45,15,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,11/08/2011 12:45,0.65,12583,France,08/11/2011 12:45,10.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22555,PLASTERS IN TIN STRONGMAN,24,11/08/2011 12:45,1.65,12583,France,08/11/2011 12:45,39.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,11/08/2011 12:45,0.55,12583,France,08/11/2011 12:45,13.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22417,PACK OF 60 SPACEBOY CAKE CASES,24,11/08/2011 12:45,0.55,12583,France,08/11/2011 12:45,13.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,21976,PACK OF 60 MUSHROOM CAKE CASES,24,11/08/2011 12:45,0.55,12583,France,08/11/2011 12:45,13.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,20719,WOODLAND CHARLOTTE BAG,20,11/08/2011 12:45,0.85,12583,France,08/11/2011 12:45,17,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,20724,RED RETROSPOT CHARLOTTE BAG,20,11/08/2011 12:45,0.85,12583,France,08/11/2011 12:45,17,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22356,CHARLOTTE BAG PINK POLKADOT,10,11/08/2011 12:45,0.85,12583,France,08/11/2011 12:45,8.5,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22492,MINI PAINT SET VINTAGE ,108,11/08/2011 12:45,0.65,12583,France,08/11/2011 12:45,70.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,11/08/2011 12:45,8.5,12583,France,08/11/2011 12:45,34,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22197,POPCORN HOLDER,24,11/08/2011 12:45,0.85,12583,France,08/11/2011 12:45,20.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22083,PAPER CHAIN KIT RETROSPOT,6,11/08/2011 12:45,2.95,12583,France,08/11/2011 12:45,17.7,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,11/08/2011 12:45,2.95,12583,France,08/11/2011 12:45,17.7,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,11/08/2011 12:45,2.95,12583,France,08/11/2011 12:45,35.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,21207,SKULL AND CROSSBONES  GARLAND ,12,11/08/2011 12:45,1.65,12583,France,08/11/2011 12:45,19.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22727,ALARM CLOCK BAKELIKE RED ,24,11/08/2011 12:45,3.75,12583,France,08/11/2011 12:45,90,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22726,ALARM CLOCK BAKELIKE GREEN,16,11/08/2011 12:45,3.75,12583,France,08/11/2011 12:45,60,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22728,ALARM CLOCK BAKELIKE PINK,12,11/08/2011 12:45,3.75,12583,France,08/11/2011 12:45,45,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,22730,ALARM CLOCK BAKELIKE IVORY,12,11/08/2011 12:45,3.75,12583,France,08/11/2011 12:45,45,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,23445,ICE CREAM BUBBLES,20,11/08/2011 12:45,0.83,12583,France,08/11/2011 12:45,16.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,23298,SPOTTY BUNTING,9,11/08/2011 12:45,4.95,12583,France,08/11/2011 12:45,44.55,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
575067,POST,POSTAGE,2,11/08/2011 12:45,18,12583,France,08/11/2011 12:45,36,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,21212,PACK OF 72 RETROSPOT CAKE CASES,24,11/21/2011 11:16,0.55,12583,France,21/11/2011 11:16,13.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,11/21/2011 11:16,0.65,12583,France,21/11/2011 11:16,10.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,11/21/2011 11:16,0.65,12583,France,21/11/2011 11:16,10.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,22333,RETROSPOT PARTY BAG + STICKER SET,16,11/21/2011 11:16,1.65,12583,France,21/11/2011 11:16,26.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,22991,GIRAFFE WOODEN RULER,12,11/21/2011 11:16,1.95,12583,France,21/11/2011 11:16,23.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,21094,SET/6 RED SPOTTY PAPER PLATES,12,11/21/2011 11:16,0.85,12583,France,21/11/2011 11:16,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,21086,SET/6 RED SPOTTY PAPER CUPS,12,11/21/2011 11:16,0.65,12583,France,21/11/2011 11:16,7.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,11/21/2011 11:16,0.85,12583,France,21/11/2011 11:16,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,21988,PACK OF 6 SKULL PAPER PLATES,12,11/21/2011 11:16,0.85,12583,France,21/11/2011 11:16,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,21989,PACK OF 20 SKULL PAPER NAPKINS,12,11/21/2011 11:16,0.85,12583,France,21/11/2011 11:16,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,21987,PACK OF 6 SKULL PAPER CUPS,12,11/21/2011 11:16,0.65,12583,France,21/11/2011 11:16,7.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,21680,WOODLAND  STICKERS,24,11/21/2011 11:16,0.85,12583,France,21/11/2011 11:16,20.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,22332,SKULLS PARTY BAG + STICKER SET,16,11/21/2011 11:16,1.65,12583,France,21/11/2011 11:16,26.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,23598,PAPER BUNTING VINTAGE PARTY,24,11/21/2011 11:16,2.95,12583,France,21/11/2011 11:16,70.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,POST,POSTAGE,3,11/21/2011 11:16,18,12583,France,21/11/2011 11:16,54,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
577687,23084,RABBIT NIGHT LIGHT,48,11/21/2011 11:16,1.79,12583,France,21/11/2011 11:16,85.92,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,6,12/07/2011 08:07,2.89,12583,France,07/12/2011 08:07,17.34,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22540,MINI JIGSAW CIRCUS PARADE ,48,12/07/2011 08:07,0.19,12583,France,07/12/2011 08:07,9.12,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22544,MINI JIGSAW SPACEBOY,48,12/07/2011 08:07,0.19,12583,France,07/12/2011 08:07,9.12,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,23480,MINI LIGHTS WOODLAND MUSHROOMS,32,12/07/2011 08:07,3.75,12583,France,07/12/2011 08:07,120,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,23084,RABBIT NIGHT LIGHT,24,12/07/2011 08:07,1.79,12583,France,07/12/2011 08:07,42.96,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,23298,SPOTTY BUNTING,12,12/07/2011 08:07,4.95,12583,France,07/12/2011 08:07,59.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,12/07/2011 08:07,0.85,12583,France,07/12/2011 08:07,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22613,PACK OF 20 SPACEBOY NAPKINS,12,12/07/2011 08:07,0.85,12583,France,07/12/2011 08:07,10.2,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22617,BAKING SET SPACEBOY DESIGN,3,12/07/2011 08:07,4.95,12583,France,07/12/2011 08:07,14.85,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,23515,EMBROIDERED RIBBON REEL DAISY ,6,12/07/2011 08:07,2.08,12583,France,07/12/2011 08:07,12.48,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22367,CHILDRENS APRON SPACEBOY DESIGN,8,12/07/2011 08:07,1.95,12583,France,07/12/2011 08:07,15.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,POST,POSTAGE,3,12/07/2011 08:07,18,12583,France,07/12/2011 08:07,54,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,21156,RETROSPOT CHILDRENS APRON,8,12/07/2011 08:07,1.95,12583,France,07/12/2011 08:07,15.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,12/07/2011 08:07,2.55,12583,France,07/12/2011 08:07,30.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,12/07/2011 08:07,2.55,12583,France,07/12/2011 08:07,30.6,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,12/07/2011 08:07,2.95,12583,France,07/12/2011 08:07,35.4,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,23388,WOODLAND MINI BACKPACK,12,12/07/2011 08:07,4.15,12583,France,07/12/2011 08:07,49.8,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22728,ALARM CLOCK BAKELIKE PINK,18,12/07/2011 08:07,3.75,12583,France,07/12/2011 08:07,67.5,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
581001,22726,ALARM CLOCK BAKELIKE GREEN,24,12/07/2011 08:07,3.75,12583,France,07/12/2011 08:07,90,2,15,7281.38,4,4,4,444,Best Customer,Non Churn
536371,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,12/01/2010 09:00,2.55,13748,United Kingdom,01/12/2010 09:00,204,95,5,948.25,2,3,3,233,New Customer,Non Churn
549190,22843,BISCUIT TIN VINTAGE GREEN,2,04/07/2011 10:13,6.75,13748,United Kingdom,07/04/2011 10:13,13.5,95,5,948.25,2,3,3,233,New Customer,Non Churn
549190,22841,ROUND CAKE TIN VINTAGE GREEN,2,04/07/2011 10:13,7.95,13748,United Kingdom,07/04/2011 10:13,15.9,95,5,948.25,2,3,3,233,New Customer,Non Churn
549190,22839,3 TIER CAKE TIN GREEN AND CREAM,2,04/07/2011 10:13,14.95,13748,United Kingdom,07/04/2011 10:13,29.9,95,5,948.25,2,3,3,233,New Customer,Non Churn
549190,22423,REGENCY CAKESTAND 3 TIER,2,04/07/2011 10:13,12.75,13748,United Kingdom,07/04/2011 10:13,25.5,95,5,948.25,2,3,3,233,New Customer,Non Churn
549190,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,04/07/2011 10:13,0.85,13748,United Kingdom,07/04/2011 10:13,10.2,95,5,948.25,2,3,3,233,New Customer,Non Churn
549190,22961,JAM MAKING SET PRINTED,12,04/07/2011 10:13,1.45,13748,United Kingdom,07/04/2011 10:13,17.4,95,5,948.25,2,3,3,233,New Customer,Non Churn
549190,22585,PACK OF 6 BIRDY GIFT TAGS,12,04/07/2011 10:13,1.25,13748,United Kingdom,07/04/2011 10:13,15,95,5,948.25,2,3,3,233,New Customer,Non Churn
549190,22084,PAPER CHAIN KIT EMPIRE,40,04/07/2011 10:13,2.55,13748,United Kingdom,07/04/2011 10:13,102,95,5,948.25,2,3,3,233,New Customer,Non Churn
550923,22423,REGENCY CAKESTAND 3 TIER,1,4/21/2011 14:30,12.75,13748,United Kingdom,21/04/2011 14:30,12.75,95,5,948.25,2,3,3,233,New Customer,Non Churn
